gene,log2FC,p_value,q_value
TNK1,0.109447464,0.02561089668730936,0.040434001716623556
TMEM151A,0.06258705,0.025713193069492647,0.04058269108190127
KCNA2,0.062623285,0.025881762447006202,0.04083585113128148
KIF12,0.3904545,0.026298741332016262,0.04148066456153984
ATP6V0D2,0.43990493,0.02632111982829792,0.04150286948643633
BTBD11,0.07878864,0.026436769483741136,0.041672083044989185
BEX5,0.09105519,0.02663418516689613,0.04197003650629708
MYO9A,0.048856508,0.02707518795924739,0.04265152482553149
NCOA2,0.05868047,0.02726338225081243,0.04293446023749989
DNAH7,-0.07043285,0.027466685133963335,0.04324100304465261
CENPM,-0.08534452,0.027529863507063778,0.04332682327205505
WNT7A,0.080383934,0.027577458559067028,0.04338807199349752
ACCN3,0.060766175,0.027651184952576565,0.043490382121070405
CHST13,-0.18079904,0.027698344069223477,0.043550855454753894
LRRC50,-0.12836562,0.0279857627297344,0.043988938588076704
CENPE,-0.11417267,0.028046819166790814,0.04407105463040669
FTCD,-0.16646507,0.028373458867174857,0.04457030924783986
MT3,-0.041000795,0.028395047437886515,0.044590212685123295
PITX1,-0.2536129,0.02851340731441394,0.04476202090174873
RASGRF1,0.07390211,0.028538538634976126,0.044787411542649286
ABCD2,0.07726363,0.02862451725742912,0.044901853573419304
RAB17,0.1345736,0.028629421838412144,0.044901853573419304
ATP13A5,-0.10543616,0.028711307149895723,0.045016160473339166
DNM1,0.062699854,0.02873640718551313,0.04504139057290459
NCAPG,-0.124568224,0.02874915954567815,0.04504725720099992
CCL4,-0.12156257,0.028785402993453484,0.04508991696969531
NEIL3,-0.19585687,0.028998583556100892,0.0454096203509253
ARHGAP11A,-0.0673117,0.029073244299618564,0.04551227974267151
THNSL2,-0.09694793,0.02915338039240449,0.04562344349359075
MDFI,-0.059490677,0.02918216173811434,0.04565419546012882
MT1M,-0.08272281,0.029345365117433665,0.04589515970821656
DCC,0.11889324,0.029405356069657225,0.045974602985705486
LOC162632,0.054109436,0.02952752080718165,0.04615117350294099
TRPM3,-0.15317309,0.029717618711540664,0.04643377923678229
PTGS2,-0.11919599,0.029800650438968568,0.046548969757839065
SAGE1,-0.5379729,0.029842375706310886,0.04659958729904885
UPP2,-0.11512186,0.029986059708523204,0.04680933454343304
GPC6,0.05295919,0.030195556614287043,0.04712165514089738
PAK6,0.08364683,0.030231075330042004,0.0471623640094259
TTK,-0.14849666,0.030258680168227314,0.04719070519062276
EPB41L4B,0.07226495,0.03032580387012688,0.04728064214238678
FAM182A,-0.13691516,0.030349828270409468,0.047303348301760396
ZNF354C,0.07127364,0.030366891676278367,0.04731519426032777
RRAD,-0.080415584,0.03049204452523564,0.04749539645675333
PLD5,0.11524166,0.030559365547184168,0.04758543373899746
PCDHGA1,0.10873437,0.03060095783822091,0.047635364007193204
NPR1,0.089396656,0.03076585193202142,0.047877142751356086
ZDBF2,0.06003949,0.030897343622076492,0.048066807128308166
FAM178B,-0.12981582,0.030931878212451854,0.0481055648716203
ITIH4,-0.069116786,0.03103797060278971,0.048255551310307385
SNAI2,0.08352526,0.031328102322475126,0.04869148635759268
MATK,0.08965333,0.031423472368801136,0.04882453755251886
HOXB5,-0.6176331,0.03143881943234271,0.04883320818941085
S100A8,-0.14796463,0.03151433138480378,0.04893529718137232
DLL3,0.06716976,0.03168745710769911,0.04918884990328952
PANX2,0.06197793,0.031738833977816,0.049253311573271265
LRRIQ1,-0.31526378,0.03205075978466968,0.049721935750340805
RS1,0.16933495,0.03211336015492486,0.049803598255156414
IBSP,-0.49521774,0.03227100477292507,0.05003256553941871
DLEU7,-0.10288326,0.032440231829990604,0.050279342575930884
PCDHGA11,0.1273371,0.03248252533297275,0.05032929242790944
CALHM1,0.2799983,0.03254929757079303,0.05041712758796938
WFDC3,-0.15095069,0.032583573823372236,0.05045458938273805
PRPH2,0.15818761,0.03267606922069257,0.05058215049642813
SH2D1B,0.23738709,0.03284285977071303,0.050822536318820735
DUSP2,0.08663288,0.03285168747648572,0.050822536318820735
ERCC6L,-0.12455679,0.03297206800323296,0.05099299103500304
RASGEF1A,-0.08733667,0.03301806493362127,0.05103255785721989
SCN4B,-0.044891473,0.03300788264607961,0.05103255785721989
DLX2,0.21122943,0.03329327095987955,0.05144201322601908
LYPD6B,0.2723675,0.03331486563846158,0.05145947735319985
VILL,0.069156356,0.033524042353247546,0.051750605670341995
ADAMTS12,-0.10675403,0.033521976963242,0.051750605670341995
WDR63,-0.24752584,0.03357006012195046,0.0518056483363433
PABPC1L2A,0.18376605,0.03382150221185889,0.05217757206396002
PCDHA12,0.12024325,0.03383720858804057,0.05218570109198114
C3orf14,0.06072248,0.0340457588227761,0.05249114835457308
LOC100127888,-0.22801766,0.034179554941701926,0.05268118825786363
HTRA3,-0.1388417,0.034202364076982364,0.052700098731868046
GPR68,0.1178406,0.03446256448879539,0.05306840156653555
DNAH11,-0.25494757,0.034462619977308186,0.05306840156653555
TGFBI,-0.06516067,0.03450028335100923,0.0531027701558701
KIRREL3,0.07514239,0.034506180047284396,0.0531027701558701
SLITRK4,0.12760775,0.03455894763200635,0.05316761174154823
ZCCHC12,0.1127454,0.034804899460452975,0.05352952854575973
EHF,-0.16850545,0.034830912604192965,0.05355306365958328
HMCN1,0.0709657,0.03496494280626937,0.053742611137825656
RDM1,-0.31551215,0.03567107535713339,0.05481111763542315
TMEM229A,0.07332963,0.03573188417849053,0.054887686910123704
LOC286002,0.18028767,0.035879528016509836,0.055097555307908226
CDKL5,0.13614127,0.03626156729665622,0.05566712818031352
HS3ST3B1,-0.28930244,0.036298333916734725,0.05570646702997963
CCDC144C,-0.10664403,0.03631349333909837,0.055712631695456226
SCGB3A2,-0.716025,0.03646979756874936,0.055935272344707604
TMEM189-UBE2V1,-0.3456442,0.03651878999450599,0.055993238262045365
GPR81,0.17419775,0.03670439451843587,0.05626056793138546
ADAMTS17,0.061969202,0.03671821956162502,0.05626451051428903
GRP,0.20537296,0.03678722331482938,0.05635297689158912
OTOF,0.17595792,0.03687475438028288,0.05646976168496612
CERCAM,0.0383224,0.03703719470289183,0.05670115539328204
RSAD2,-0.06631322,0.03785025884608256,0.057928158625776806
WNT2,-0.21070388,0.03786341750314459,0.05793056533528855
C6orf221,-0.24450764,0.03791049491381238,0.05798484997524071
CHRNA3,0.1735399,0.038005419117836586,0.058112261648068174
SLC5A12,-0.099784814,0.03803635802282661,0.058141788478793345
LAMA2,-0.050502755,0.038084470397289336,0.05819754033815608
AVPR1A,0.19583805,0.038246157702158314,0.058426760925998036
CYP2D6,0.11050036,0.038288388828461875,0.05847340993961801
HOXC13,-0.8212563,0.038418820134773324,0.05865468722866156
PAK1,0.045517888,0.03860041555753872,0.058913943158636635
CLEC2L,0.14804316,0.03870573109525035,0.0590566540971168
CFC1B,0.43696514,0.038731388554912455,0.05907777387875603
RBP1,-0.0796178,0.039075543075380643,0.059566376639299756
ATHL1,-0.051497843,0.03907371381910339,0.059566376639299756
SLC26A8,0.18518017,0.039186893368678484,0.05971791125979653
DPEP3,-0.2470605,0.03932515080031685,0.05991034552150648
LOC400696,-0.48761058,0.03941813231918281,0.06003370746144199
MGC2889,-0.108085886,0.03946759962092293,0.06008291424412262
CD248,-0.07556477,0.03947447465838856,0.06008291424412262
SERPINB2,-0.54359657,0.03970049135707151,0.060408538279171496
RFPL4B,-0.21936533,0.03981865183782052,0.060569899357804255
WNT6,-0.12627457,0.039939711510949216,0.060719308434098576
TTR,-0.79174584,0.039941161087950046,0.060719308434098576
SERPINI1,0.057783384,0.04014674626921261,0.06101329220245077
FOLR1,-0.133112,0.04027892200407564,0.061195566703244664
EZH2,-0.05415872,0.04040193112890286,0.061363807911456354
EXPH5,-0.078007564,0.04089444217876859,0.06209298842813331
PIK3C2G,-0.2655403,0.04114255649968782,0.06245075364251339
PSCA,0.1738636,0.04121397329832104,0.06254017192461463
VIPR1,0.08033872,0.0412505343751584,0.0625766601564903
C15orf48,-0.23733532,0.041294893651491506,0.0626249524590408
PLAC8L1,-0.14733058,0.041323931883613385,0.06263099709550377
BARX2,0.21006055,0.04131303553177336,0.06263099709550377
C10orf116,-0.05433131,0.04154665518002529,0.06294947754549286
C2orf48,-0.24451764,0.041741450998300185,0.06322546349333563
CCL8,-0.2522183,0.04185506331390997,0.0633783514747274
TJP2,-0.03191289,0.042003656130614915,0.06357969111310771
ATP2A1,-0.09865265,0.04201345988754158,0.06357969111310771
ZDHHC1,-0.06491599,0.04224450872076751,0.06390999806470123
IGSF1,-0.07738829,0.04288776315909072,0.06486352564895753
BIRC5,-0.122881405,0.042954357037592976,0.0649445978796386
ZNF204P,0.070371404,0.0429751657901619,0.06495641745792306
C1orf59,-0.06666071,0.04300911876147541,0.06498809120803174
RGN,-0.07617982,0.043032446968272534,0.06500369632669567
SLC10A4,0.093431264,0.04311241873625547,0.0651048304685223
DCLK1,-0.03497495,0.04326906371632145,0.0653216541611133
DIRAS2,0.0534838,0.043410485602067256,0.06551537217335837
CLIC6,-0.23359737,0.04377944947549273,0.06603235215006444
TRPC6,0.085047565,0.04376930194995328,0.06603235215006444
TMSB15A,0.112381436,0.04403662855083609,0.06640022399100738
CA11,0.040199738,0.04424565107278594,0.06669528349832068
CMYA5,-0.1001235,0.044319221385393084,0.06678604789842238
C6orf81,0.06917833,0.04451231981941146,0.0670568240726295
HJURP,-0.122056425,0.04467982829122383,0.06728889802895155
ZNF695,0.12267099,0.04479491260158806,0.06744190394698595
TAC3,0.20767526,0.044993375367540514,0.06772031211249326
CCNT1,0.0733342,0.04529559073752177,0.06815466556954826
ZNHIT2,-0.098991446,0.04547208421382258,0.0683996453276513
ALDH1A3,-0.20959005,0.04564561217477988,0.06864001830793967
MAN2A1,-0.04726666,0.045700729890686714,0.0687022397635098
WNK2,-0.06353854,0.045960852664428016,0.06907251677852122
HSPA2,-0.043935947,0.04624239279706577,0.06947474879366852
CYP4B1,0.21813972,0.04649500310026602,0.06983328792470114
TLE6,0.0891962,0.04705820155556203,0.07065796029363668
ZNF385D,0.1521714,0.04707352905610795,0.07065975541295098
GALNT9,0.07879857,0.04717782605059018,0.07079505709872476
RASA2,0.069611855,0.04720760151898953,0.07081848412689698
SV2B,0.108712204,0.047507143093877824,0.07124646534774719
TAC1,0.17753252,0.04764369179864614,0.07142982278657592
EPR1,-0.11798494,0.047677014462318,0.07145835500946943
CD1E,-0.3728942,0.04771805219790113,0.07149843002382548
C2orf39,-0.29750967,0.047953094126683686,0.07182908047735723
ELMOD1,0.049509082,0.04825888017702059,0.07224383260033022
GOLGA8A,0.036202125,0.04825113756840174,0.07224383260033022
OXGR1,0.23736739,0.04830091386534611,0.07228511503344225
GPR37L1,0.035075106,0.04845879991350427,0.07249970064857013
LDLRAD2,-0.11302609,0.04851138034523622,0.07255665621483133
PRSS54,-0.19764231,0.048642688469765154,0.07273129256842877
WISP1,-0.18157512,0.0487106012572725,0.07281106316483184
DLX6,0.16086961,0.04876255455864386,0.07286693747555867
PDLIM3,-0.04434167,0.04898382056566624,0.07317571043571294
LOC220594,-0.06111903,0.04914310596597839,0.0733917353135878
KY,0.093648545,0.049272167834482135,0.07354054900668974
CCDC114,-0.12909661,0.04926529064075237,0.07354054900668974
GLP2R,0.2958908,0.04930775793423817,0.0735717068550256
RPRML,0.1782132,0.049700888463625394,0.0741361701426393
SLC38A8,0.2874669,0.04994014140744684,0.0744708341894525
C6orf186,-0.26458654,0.05023493657811127,0.07488809865550279
GLB1L3,0.1647058,0.05027772723831571,0.07492954879033638
CDCA7,-0.053943835,0.05031949213407306,0.07496944596852363
TYRP1,0.31163955,0.05041830553181135,0.075094288846904
HAP1,0.05486494,0.05065180924521337,0.07541960876297404
C21orf130,-0.14867853,0.05093064156164829,0.07581220833826778
HTR2B,-0.14177924,0.05145825120212406,0.07655360716230393
CENPK,-0.11552742,0.0514593347345007,0.07655360716230393
TPX2,-0.064980395,0.0517703160599935,0.07699333143960961
PTK6,0.0750224,0.051885266801925796,0.07709549301920623
GALNTL5,0.29766428,0.05187434080947435,0.07709549301920623
GFRA2,-0.074012004,0.0518620491707584,0.07709549301920623
HHIP,-0.11812344,0.051952978892821564,0.07717317126087576
ACRV1,0.15573142,0.0519749842096734,0.07718292873429373
DDX25,0.054737285,0.05199653441578334,0.07719200477402516
EID3,-0.12351893,0.05211742405818458,0.0773485070617165
CBLN4,0.18733743,0.0523526302285974,0.07767452556171721
MAP7D2,0.12927248,0.05242510290004428,0.0777589778997987
PLA2G7,-0.071258456,0.052739348128282064,0.07820188038001492
BHLHE40,-0.03614206,0.053041031654979996,0.07862589928102579
ALDH1L1,-0.040696576,0.053172323049682994,0.07879715923189537
CSDC2,0.057324134,0.05333792281973051,0.07901914491811926
ANGPTL1,-0.08911549,0.05376047334607485,0.0796215541262957
LPPR4,0.043277822,0.05383131121166237,0.07970285935987914
GPR64,0.16809915,0.05409974561730653,0.08007659209192797
ADAMTS18,-0.2549489,0.054819896863578584,0.08111173124830495
ADORA2B,0.059497125,0.05483153032385415,0.08111173124830495
F2RL3,0.1785831,0.054938934855459316,0.08124657624291529
ZNF385B,0.11198142,0.05500941252017286,0.0813267482557257
CLDN11,-0.058492843,0.05534891634018619,0.08178031374140986
SIAH3,0.19281007,0.05533505265436951,0.08178031374140986
KCNAB2,0.04316499,0.05564133423353038,0.08216452127816537
GABRG3,0.3034785,0.055641813809573594,0.08216452127816537
RMRP,-0.17002648,0.055745628168352386,0.08226922693086244
RASSF3,-0.06844703,0.05574014544833399,0.08226922693086244
C9orf47,-0.10784022,0.05577188042679622,0.08228368313189174
FAM167A,0.034240976,0.05581138945270543,0.08231768355856257
FAM168A,0.03839944,0.055921035523328735,0.08245508039417389
KIAA0087,0.1334022,0.055979963417348906,0.0824933147912598
KCTD8,0.07602142,0.05597317928542887,0.0824933147912598
LMX1A,-0.36186042,0.05604736592662177,0.08256830572572448
SLC17A7,0.104780935,0.05673216655551642,0.08355252806408897
CSRP1,-0.03260635,0.056976963639539156,0.0838883445811825
ULBP2,0.10758218,0.05705480414388693,0.08397822217233873
LOC100130238,0.18789464,0.05719397595091542,0.08415829304137054
GDF15,-0.16606346,0.057328621449957415,0.08433159966160256
SOX3,-0.06855857,0.05737280476394705,0.08437177171168683
BUB1,-0.095812105,0.05749394025412519,0.08452505182905791
TEKT4,-0.14657012,0.05766085560679754,0.08472062240199463
PLN,0.1170181,0.05765086733400884,0.08472062240199463
F2RL2,-0.18087272,0.057753663383328074,0.0848320554984255
TK1,-0.07508794,0.057811373069810504,0.08488134396523181
IFLTD1,-0.2176813,0.05782117150911591,0.08488134396523181
IL12A,-0.06993812,0.058272244562147274,0.08551840998260533
NKX2-8,0.24287449,0.0583789793628399,0.08564991103703037
C11orf52,-0.0987021,0.05849430934375458,0.08579394154261452
SESN3,-0.051046092,0.05865589922754114,0.08600571734243569
TEKT3,-0.12742224,0.05873419860645404,0.08609527793382299
HS3ST4,-0.10172393,0.05903317245803798,0.08650023178072784
COL5A1,-0.098542996,0.05904505821352482,0.08650023178072784
IRF4,-0.11035539,0.05917573875484687,0.08666628405806513
HTR1B,0.2150385,0.059388086005624764,0.08695180967148573
CPA3,0.5342411,0.05954737699164252,0.0871595096481887
FBXO40,0.23204845,0.059723456545764,0.0873916542958209
FAM50B,-0.05765177,0.059809637612816956,0.08749215566532616
KCNQ5,0.061221033,0.05994693429971914,0.08766735054068316
PCDHB17,0.11317049,0.060319677580144615,0.08818666312886639
APLN,-0.034345604,0.06043574540052929,0.08833052528577796
EGR3,-0.07056251,0.060539934311269354,0.08845694668508088
CD52,-0.106192544,0.06065728295417198,0.08860251673118899
CRIP3,0.091749154,0.06069083678141299,0.08862563782332504
KCNQ3,0.069873385,0.06073096451855643,0.0886583423628561
BUB1B,-0.10840048,0.061180032295170474,0.08928784631519333
CD28,-0.19194503,0.06127259872346184,0.08939684669311619
ANGPT4,0.16465563,0.06145549502123726,0.0896375364953869
C1orf201,-0.07760951,0.06152597672173606,0.08971416844814241
KCNG2,-0.11991048,0.0616029715808274,0.08980025011782419
ATP1A4,-0.18810628,0.06177991013315774,0.09003192966067872
RORB,0.07529372,0.061939615257107616,0.09023836721606587
OTX2,-0.99851984,0.06206617780283886,0.09039641392781657
CEACAM5,0.88645965,0.062174500102827934,0.09052781028367492
MCM10,-0.12314521,0.062381170413896514,0.09080228590086828
ARHGEF5,-0.1124274,0.06277632214221772,0.09135087622557875
TEAD3,-0.069057785,0.06286527906537649,0.09145370827084157
CCDC85A,0.048954926,0.06292471547273434,0.09151354780793244
RGNEF,0.08904858,0.06295436558129335,0.09153004591639044
NEUROD2,0.13324681,0.0631136165926056,0.09173490783808955
RESP18,0.3285507,0.06326039592888988,0.09192152852207189
PLIN1,-0.0910774,0.0633275034964707,0.09199230606692432
MEG3,0.05925599,0.0639663852009134,0.09289338542101859
MYBL2,-0.11783919,0.06399216877686233,0.09290384549486401
ACP5,-0.09961159,0.06439470997596605,0.09346111752680124
ROPN1L,-0.22947593,0.06449416943067358,0.09357830735733254
PCDHGA3,0.091041945,0.06457242080919103,0.09366466609978391
PLLP,-0.040813427,0.06460617411791693,0.09368644738677048
PCDHGB4,0.13742273,0.06500527422007964,0.09423785766900498
PDYN,0.15892228,0.06536896685538224,0.09473763312374238
MYRIP,0.040169466,0.0659915664855465,0.09561223773623079
PCDHGA5,0.099561475,0.06634072858361903,0.096090278944987
RGPD5,0.07754447,0.0668130108067676,0.09674632320701941
SMCP,-0.27527323,0.06706029565703457,0.09707628207445654
FRAS1,0.078873806,0.06712896504055361,0.09714756156375343
PTGER2,-0.20327869,0.06751862437484744,0.09768319498675845
EGFL6,0.23475313,0.06775152584390871,0.09799179323677858
ADAMTS19,0.12680198,0.06796211878346738,0.09826795659842015
GGTA1,-0.043526705,0.06842435617892371,0.098907713470546
CYP46A1,0.0366046,0.06846288366431832,0.09893480298311898
LOC285830,-0.0912322,0.06856611576533905,0.09905535360493939
LOXHD1,0.32127193,0.06860788870577607,0.09908707207651078
S100A9,-0.10051501,0.06904538624831234,0.09969013319132594
PPBP,0.27749088,0.06928311753591812,0.10000449990750307
C9orf109,0.11851182,0.06935631077843066,0.10008125653453198
MIPOL1,0.065288424,0.06954884280747045,0.10033012522716453
DAZ1,-0.64794993,0.0698714197306669,0.10076639707335867
CXCL1,0.15946579,0.0699236080073164,0.1008125836322324
EFCAB10,-0.1243709,0.07003448959871651,0.10094334044208203
GABRA5,0.1240847,0.07023985462782947,0.10121016516978311
